1	02-01-1950	2,80
2	03-01-1950	2,80
3	04-01-1950	2,80
4	05-01-1950	2,80
5	06-01-1950	2,80
6	09-01-1950	2,80
7	10-01-1950	2,80
8	11-01-1950	2,80
9	12-01-1950	2,80
10	13-01-1950	2,80
11	16-01-1950	2,80
12	17-01-1950	2,80
13	18-01-1950	2,80
14	19-01-1950	2,80
15	20-01-1950	2,80
16	23-01-1950	2,80
17	24-01-1950	2,80
18	25-01-1950	2,80
19	26-01-1950	2,80
20	27-01-1950	2,80
21	30-01-1950	2,80
22	31-01-1950	2,80
23	01-02-1950	2,80
24	02-02-1950	2,80
25	03-02-1950	2,80
26	06-02-1950	2,80
27	07-02-1950	2,80
28	08-02-1950	2,80
29	09-02-1950	2,80
30	10-02-1950	2,80
31	13-02-1950	2,80
32	14-02-1950	2,80
33	15-02-1950	2,80
34	16-02-1950	2,80
35	17-02-1950	2,80
36	20-02-1950	2,80
37	21-02-1950	2,80
38	22-02-1950	2,80
39	23-02-1950	2,80
40	24-02-1950	2,80
41	27-02-1950	2,80
42	28-02-1950	2,80
43	01-03-1950	2,80
44	02-03-1950	2,80
45	03-03-1950	2,80
46	06-03-1950	2,80
47	07-03-1950	2,80
48	08-03-1950	2,80
49	09-03-1950	2,80
50	10-03-1950	2,80
51	13-03-1950	2,80
52	14-03-1950	2,80
53	15-03-1950	2,80
54	16-03-1950	2,80
55	17-03-1950	2,80
56	20-03-1950	2,80
57	21-03-1950	2,80
58	22-03-1950	2,80
59	23-03-1950	2,80
60	24-03-1950	2,80
61	27-03-1950	2,80
62	28-03-1950	2,80
63	29-03-1950	2,80
64	30-03-1950	2,80
65	31-03-1950	2,80
66	03-04-1950	2,80
67	04-04-1950	2,80
68	05-04-1950	2,80
69	06-04-1950	2,80
70	07-04-1950	2,80
71	10-04-1950	2,80
72	11-04-1950	2,80
73	12-04-1950	2,80
74	13-04-1950	2,80
75	14-04-1950	2,80
76	17-04-1950	2,80
77	18-04-1950	2,80
78	19-04-1950	2,80
79	20-04-1950	2,80
80	21-04-1950	2,80
81	24-04-1950	2,80
82	25-04-1950	2,80
83	26-04-1950	2,80
84	27-04-1950	2,80
85	28-04-1950	2,80
86	01-05-1950	2,80
87	02-05-1950	2,80
88	03-05-1950	2,80
89	04-05-1950	2,80
90	05-05-1950	2,80
91	08-05-1950	2,80
92	09-05-1950	2,80
93	10-05-1950	2,80
94	11-05-1950	2,80
95	12-05-1950	2,80
96	15-05-1950	2,80
97	16-05-1950	2,80
98	17-05-1950	2,80
99	18-05-1950	2,80
100	19-05-1950	
101	22-05-1950	2,80
102	23-05-1950	2,80
103	24-05-1950	2,80
104	25-05-1950	2,80
105	26-05-1950	2,80
106	29-05-1950	2,80
107	30-05-1950	2,80
108	31-05-1950	2,80
109	01-06-1950	2,80
110	02-06-1950	2,80
111	05-06-1950	2,80
112	06-06-1950	2,80
113	07-06-1950	2,80
114	08-06-1950	2,80
115	09-06-1950	2,80
116	12-06-1950	2,80
117	13-06-1950	2,80
118	14-06-1950	2,80
119	15-06-1950	2,80
120	16-06-1950	2,80
121	19-06-1950	2,80
122	20-06-1950	2,80
123	21-06-1950	2,80
124	22-06-1950	2,80
125	23-06-1950	2,80
126	26-06-1950	2,80
127	27-06-1950	2,80
128	28-06-1950	2,80
129	29-06-1950	2,80
130	30-06-1950	2,80
131	03-07-1950	2,80
132	04-07-1950	2,80
133	05-07-1950	2,80
134	06-07-1950	2,80
135	07-07-1950	2,80
136	10-07-1950	2,80
137	11-07-1950	2,80
138	12-07-1950	2,80
139	13-07-1950	2,80
140	14-07-1950	2,80
141	17-07-1950	
142	18-07-1950	
143	19-07-1950	2,80
144	20-07-1950	2,80
145	21-07-1950	2,80
146	24-07-1950	2,80
147	25-07-1950	2,80
148	26-07-1950	2,80
149	27-07-1950	2,80
150	28-07-1950	2,80
151	31-07-1950	2,80
152	01-08-1950	2,80
153	02-08-1950	2,80
154	03-08-1950	2,80
155	04-08-1950	2,80
156	07-08-1950	2,80
157	08-08-1950	2,80
158	09-08-1950	2,80
159	10-08-1950	2,80
160	11-08-1950	2,80
161	14-08-1950	2,80
162	15-08-1950	2,80
163	16-08-1950	2,80
164	17-08-1950	2,80
165	18-08-1950	2,80
166	21-08-1950	2,80
167	22-08-1950	2,80
168	23-08-1950	2,80
169	24-08-1950	2,80
170	25-08-1950	2,80
171	28-08-1950	2,80
172	29-08-1950	2,80
173	30-08-1950	
174	31-08-1950	2,80
175	01-09-1950	2,80
176	04-09-1950	2,80
177	05-09-1950	2,80
178	06-09-1950	2,80
179	07-09-1950	2,80
180	08-09-1950	2,80
181	11-09-1950	2,80
182	12-09-1950	2,80
183	13-09-1950	2,80
184	14-09-1950	2,80
185	15-09-1950	2,80
186	18-09-1950	2,80
187	19-09-1950	2,80
188	20-09-1950	2,80
189	21-09-1950	2,80
190	22-09-1950	2,80
191	25-09-1950	
192	26-09-1950	
193	27-09-1950	2,80
194	28-09-1950	2,80
195	29-09-1950	2,80
196	02-10-1950	2,80
197	03-10-1950	2,80
198	04-10-1950	2,80
199	05-10-1950	2,80
200	06-10-1950	2,80
201	09-10-1950	2,80
202	10-10-1950	2,80
203	11-10-1950	2,80
204	12-10-1950	2,80
205	13-10-1950	2,80
206	16-10-1950	2,80
207	17-10-1950	2,80
208	18-10-1950	2,80
209	19-10-1950	2,80
210	20-10-1950	2,80
211	23-10-1950	2,80
212	24-10-1950	2,80
213	25-10-1950	2,80
214	26-10-1950	2,80
215	27-10-1950	2,80
216	30-10-1950	2,80
217	31-10-1950	2,80
218	01-11-1950	2,80
219	02-11-1950	2,80
220	03-11-1950	2,80
221	06-11-1950	2,80
222	07-11-1950	2,80
223	08-11-1950	2,80
224	09-11-1950	2,80
225	10-11-1950	2,80
226	13-11-1950	2,80
227	14-11-1950	2,80
228	15-11-1950	2,80
229	16-11-1950	2,80
230	17-11-1950	2,80
231	20-11-1950	2,80
232	21-11-1950	2,80
233	22-11-1950	2,80
234	23-11-1950	2,80
235	24-11-1950	2,80
236	27-11-1950	2,80
237	28-11-1950	2,80
238	29-11-1950	2,80
239	30-11-1950	2,80
240	01-12-1950	2,80
241	04-12-1950	2,80
242	05-12-1950	2,80
243	06-12-1950	2,80
244	07-12-1950	2,80
245	08-12-1950	2,80
246	11-12-1950	2,80
247	12-12-1950	2,80
248	13-12-1950	2,80
249	14-12-1950	2,80
250	15-12-1950	2,80
251	18-12-1950	2,80
252	19-12-1950	2,80
253	20-12-1950	2,80
254	21-12-1950	2,80
255	22-12-1950	2,80
256	25-12-1950	2,80
257	26-12-1950	2,80
258	27-12-1950	2,80
259	28-12-1950	2,80
260	29-12-1950	2,80
261	01-01-1951	
262	02-01-1951	2,80
263	03-01-1951	2,80
264	04-01-1951	2,80
265	05-01-1951	2,80
266	08-01-1951	2,80
267	09-01-1951	2,80
268	10-01-1951	2,80
269	11-01-1951	2,80
270	12-01-1951	2,80
271	15-01-1951	2,80
272	16-01-1951	2,80
273	17-01-1951	2,80
274	18-01-1951	2,80
275	19-01-1951	2,80
276	22-01-1951	2,80
277	23-01-1951	2,80
278	24-01-1951	2,80
279	25-01-1951	2,80
280	26-01-1951	2,80
281	29-01-1951	2,80
282	30-01-1951	2,80
283	31-01-1951	2,80
284	01-02-1951	2,80
285	02-02-1951	2,80
286	05-02-1951	2,80
287	06-02-1951	2,80
288	07-02-1951	2,80
289	08-02-1951	2,80
290	09-02-1951	2,80
291	12-02-1951	2,80
292	13-02-1951	2,80
293	14-02-1951	2,80
294	15-02-1951	2,80
295	16-02-1951	2,80
296	19-02-1951	2,80
297	20-02-1951	2,80
298	21-02-1951	2,80
299	22-02-1951	2,80
300	23-02-1951	2,80
301	26-02-1951	2,80
302	27-02-1951	2,80
303	28-02-1951	2,80
304	01-03-1951	2,80
305	02-03-1951	2,80
306	05-03-1951	2,80
307	06-03-1951	2,80
308	07-03-1951	2,80
309	08-03-1951	2,80
310	09-03-1951	2,80
311	12-03-1951	2,80
312	13-03-1951	2,80
313	14-03-1951	2,80
314	15-03-1951	2,80
315	16-03-1951	2,80
316	19-03-1951	2,80
317	20-03-1951	2,80
318	21-03-1951	2,80
319	22-03-1951	2,80
320	23-03-1951	2,80
321	26-03-1951	2,80
322	27-03-1951	2,80
323	28-03-1951	2,80
324	29-03-1951	2,80
325	30-03-1951	2,80
326	02-04-1951	2,80
327	03-04-1951	2,80
328	04-04-1951	2,80
329	05-04-1951	2,80
330	06-04-1951	2,80
331	09-04-1951	2,80
332	10-04-1951	2,80
333	11-04-1951	2,80
334	12-04-1951	2,80
335	13-04-1951	2,80
336	16-04-1951	2,80
337	17-04-1951	2,80
338	18-04-1951	2,80
339	19-04-1951	2,80
340	20-04-1951	2,80
341	23-04-1951	
342	24-04-1951	2,80
343	25-04-1951	2,80
344	26-04-1951	2,80
345	27-04-1951	2,80
346	30-04-1951	2,80
347	01-05-1951	2,80
348	02-05-1951	2,80
349	03-05-1951	2,80
350	04-05-1951	2,80
351	07-05-1951	2,80
352	08-05-1951	2,80
